phrase;pinyin;meaning;count;tokenization
我上个月组织了一个结婚仪式。;wǒ shànggèyuè zǔzhī le yígè jiéhūnyíshì。;I organized a marriage ceremony last month.;13;我 上个月 组织 了 一个 结婚仪式 。
我从没遇到过那么好心的男人。;wǒ cóngméi yùdào guò nàme hǎoxīn de nánrén。;I've never met such a kind man.;13;我 从没 遇到 过 那么 好心 的 男人 。
我不觉得那是一个明智的决定。;wǒ bù juéde nà shì yígè míngzhì de juédìng。;I don't think that was a wise decision.;13;我 不 觉得 那 是 一个 明智 的 决定 。
我想请你把这本书翻译成英文。;wǒ xiǎng qǐng nǐ bǎ zhè běnshū fānyìchéng yīngwén。;I'd like you to translate this book into English.;13;我 想 请 你 把 这 本书 翻译成 英文 。
我想请你把这本书翻译成英文。;wǒ xiǎng qǐng nǐ bǎ zhè běnshū fānyìchéng yīngwén。;I would like you to translate this book into English.;13;我 想 请 你 把 这 本书 翻译成 英文 。
你可以把我的早餐送到305房间吗？;nǐ kěyǐ bǎ wǒ de zǎocān sòngdào 305 fángjiān ma？;Could you bring my breakfast to room 305?;13;你 可以 把 我 的 早餐 送到 305 房间 吗 ？
收到此邮件后请尽快给我答复。;shōudào cǐ yóujiàn hòu qǐng jǐnkuài gěi wǒ dáfù。;Please send me a reply as soon as you receive this mail.;13;收到 此 邮件 后 请 尽快 给 我 答复 。
这本书是莎士比亚的作品全集。;zhè běnshū shì shāshìbǐyà de zuòpǐn quánjí。;This book contains the complete works of Shakespeare.;13;这 本书 是 莎士比亚 的 作品 全集 。
小偷从后门爬窗走进了房子里。;xiǎotōu cóng hòumén pá chuāng zǒujìn le fángzi lǐ。;The thief entered the house at the back door by the open window.;13;小偷 从 后门 爬 窗 走进 了 房子 里 。
你们今天下午想不想去动物园？;nǐmen jīntiānxiàwǔ xiǎng bùxiǎng qù dòngwùyuán？;Would you like to go to the zoo this afternoon?;13;你们 今天下午 想 不想 去 动物园 ？
你半透明的裙子让我高度兴奋。;nǐ bàntòumíng de qúnzi ràng wǒ gāodù xīngfèn。;I am completely agog over your diaphanous dress.;13;你 半透明 的 裙子 让 我 高度 兴奋 。
你半透明的裙子让我高度兴奋。;nǐ bàntòumíng de qúnzi ràng wǒ gāodù xīngfèn。;Your see-through dress really excites me.;13;你 半透明 的 裙子 让 我 高度 兴奋 。
我们给他看了一些伦敦的照片。;wǒmen gěi tā kàn le yīxiē lúndūn de zhàopiān。;We showed him some pictures of London.;13;我们 给 他 看 了 一些 伦敦 的 照片 。
这个故事比那个故事有趣得多。;zhège gùshì bǐ nàge gùshì yǒuqù dé duō。;This story is by far more interesting than that one.;13;这个 故事 比 那个 故事 有趣 得 多 。
她的裙子是用粗糙的羊毛造的。;tā de qúnzi shì yòng cūcāo de yángmáo zào de。;Her dress was made of coarse wool.;13;她 的 裙子 是 用 粗糙 的 羊毛 造 的 。
准备五张明信片大小的硬纸板。;zhǔnbèi wǔzhāng míngxìnpiàn dàxiǎo de yìngzhǐbǎn。;Prepare five postcard sized pieces of cardboard.;13;准备 五张 明信片 大小 的 硬纸板 。
这间班房只能容纳三十个学生。;zhè jiān bānfáng zhǐnéng róngnà sānshígè xuéshēng。;This classroom can accommodate only thirty students.;13;这 间 班房 只能 容纳 三十个 学生 。
我小时候做错事就会被打屁股。;wǒ xiǎoshíhòu zuòcuòshì jiù huì bèi dǎpìgǔ。;When I was a child, I was spanked if I did something wrong.;13;我 小时候 做错事 就 会 被 打屁股 。
我们的营业时间是十时至七时。;wǒmen de yíngyèshíjiān shì shíshí zhìqīshí。;Our store hours are from 10 to 7.;13;我们 的 营业时间 是 十时 至七时 。
湖水在耀眼的阳光下闪闪发亮。;húshuǐ zài yàoyǎn de yángguāng xià shǎnshǎnfāliàng。;The lake was gleaming in the bright sunshine.;13;湖水 在 耀眼 的 阳光 下 闪闪发亮 。
我的祖父每天早上都会去散步。;wǒ de zǔfù měitiān zǎoshàng dōu huì qù sànbù。;My grandfather takes a walk every morning.;13;我 的 祖父 每天 早上 都 会 去 散步 。
我的祖父每天早上都会去散步。;wǒ de zǔfù měitiān zǎoshàng dōu huì qù sànbù。;My grandfather goes for a walk every morning.;13;我 的 祖父 每天 早上 都 会 去 散步 。
刚出生的小鸡还没有睁开眼睛。;gāngchūshēng de xiǎojī hái méiyǒu zhēngkāiyǎnjīng。;The newborn chicks still have not opened their eyes.;13;刚出生 的 小鸡 还 没有 睁开眼睛 。
我们去那间咖啡店喝杯咖啡吧。;wǒmen qù nàjiān kāfēidiàn hēbēi kāfēiba。;Let's go drink a cup of coffee at that coffee shop over there.;13;我们 去 那间 咖啡店 喝杯 咖啡吧 。
据说耶稣曾经令一个死人复活。;jùshuō yēsū céngjīng lìng yígè sǐrén fùhuó。;Jesus is said to have raised a man from the dead.;13;据说 耶稣 曾经 令 一个 死人 复活 。
我很喜欢音乐，尤其是古典音乐。;wǒ hěn xǐhuān yīnyuè， yóuqí shì gǔdiǎnyīnyuè。;I like music, especially classical music.;13;我 很 喜欢 音乐 ， 尤其 是 古典音乐 。
我很喜欢音乐，尤其是古典音乐。;wǒ hěn xǐhuān yīnyuè， yóuqí shì gǔdiǎnyīnyuè。;I like music, particularly classical music.;13;我 很 喜欢 音乐 ， 尤其 是 古典音乐 。
我很喜欢音乐，尤其是古典音乐。;wǒ hěn xǐhuān yīnyuè， yóuqí shì gǔdiǎnyīnyuè。;I love music, particularly classical.;13;我 很 喜欢 音乐 ， 尤其 是 古典音乐 。
他因为生病了，所以不能来拜访。;tā yīnwèi shēngbìng le， suǒyǐ bùnéng lái bàifǎng。;He can't come and visit because he's ill.;13;他 因为 生病 了 ， 所以 不能 来 拜访 。
这本小说已被翻译成多国语言。;zhèběn xiǎoshuō yǐ bèi fānyìchéng duō guó yǔyán。;The novel has been translated into many languages.;13;这本 小说 已 被 翻译成 多 国 语言 。
我每次读这本书都会有新发现。;wǒ měicì dú zhè běnshū dōu huì yǒu xīn fāxiàn。;Every time I read this book, I find something new.;13;我 每次 读 这 本书 都 会 有 新 发现 。
我每次读这本书都会有新发现。;wǒ měicì dú zhè běnshū dōu huì yǒu xīn fāxiàn。;Every time I read this book, I discover something new.;13;我 每次 读 这 本书 都 会 有 新 发现 。
有一天，她在森林里遇到一头狼。;yǒu yītiān， tā zài sēnlín lǐ yùdào yītóu láng。;One day she met a wolf in the woods.;13;有 一天 ， 她 在 森林 里 遇到 一头 狼 。
编字典是一项极花时间的工作。;biān zìdiǎn shì yīxiàng jíhuā shíjiān de gōngzuò。;Compiling a dictionary demands an enormous amount of time.;13;编 字典 是 一项 极花 时间 的 工作 。
他装作没事发生，继续说他的话。;tā zhuāngzuò méishì fāshēng， jìxù shuō tā dehuà。;He went on talking as though nothing had happened.;13;他 装作 没事 发生 ， 继续 说 他 的话 。
在我的梦中，我梦到自己在做梦。;zài wǒ de mèng zhōng， wǒmèngdào zìjǐ zài zuòmèng。;In my dream I dreamt that I was dreaming.;13;在 我 的 梦 中 ， 我梦到 自己 在 做梦 。
你什么时候回来？请你吃一顿饭。;nǐ shénme shíhòu huílái？ qǐng nǐ chī yīdùnfàn。;What time will you get back? I'll treat you to a meal.;13;你 什么 时候 回来 ？ 请 你 吃 一顿饭 。
什么意思，他竟然一直在欺骗我！;shénme yìsi， tā jìngrán yìzhí zài qīpiàn wǒ！;I ask you, he's been cheating me!;13;什么 意思 ， 他 竟然 一直 在 欺骗 我 ！
我的哥哥真的很高，大概有1米8高。;wǒ de gēgē zhēnde hěn gāo， dàgài yǒu 1 mǐ 8 gāo。;My brother is really tall, about 1.8m.;13;我 的 哥哥 真的 很 高 ， 大概 有 1 米 8 高 。
狂风暴雨造成她无法准时抵达。;kuángfēngbàoyǔ zàochéng tā wúfǎ zhǔnshí dǐdá。;The storm prevented her from arriving on time.;13;狂风暴雨 造成 她 无法 准时 抵达 。
我一定是把它遗留在巴士上了。;wǒ yídìng shì bǎ tā yíliú zài bāshì shàng le。;I must have left it on the bus.;13;我 一定 是 把 它 遗留 在 巴士 上 了 。
他的去世让他的太太大受打击。;tā de qùshì ràng tā de tàitài dàshòudǎjī。;His death was great shock to his wife.;13;他 的 去世 让 他 的 太太 大受打击 。
空气污染将会威胁我们的生存。;kōngqìwūrǎn jiānghuì wēixié wǒmen de shēngcún。;Air pollution will be a threat to our survival.;13;空气污染 将会 威胁 我们 的 生存 。
所有的员工都回家了，只剩一位。;suǒyǒu de yuángōng dōu huíjiā le， zhǐ shèng yīwèi。;All the workers went home save one.;13;所有 的 员工 都 回家 了 ， 只 剩 一位 。
从她的年龄看来，我妈妈很年轻。;cóng tā de niánlíng kànlái， wǒ māmā hěn niánqīng。;My mother looks young for her age.;13;从 她 的 年龄 看来 ， 我 妈妈 很 年轻 。
你要戴上头盔来保护你的头部。;nǐ yào dài shàng tóukuī lái bǎohù nǐ de tóubù。;You have to wear a helmet to protect your head.;13;你 要 戴 上 头盔 来 保护 你 的 头部 。
我每天都会花一小时来学英文。;wǒ měitiān dōu huìhuā yī xiǎoshí láixué yīngwén。;I study English an hour every day.;13;我 每天 都 会花 一 小时 来学 英文 。
这是一个具有历史价值的城市。;zhèshì yígè jùyǒu lìshǐ jiàzhí de chéngshì。;This is a city of real historical value.;13;这是 一个 具有 历史 价值 的 城市 。
当我离开家的时候天空很明朗。;dāng wǒ líkāi jiā de shíhòu tiānkōng hěn mínglǎng。;The sky was clear when I left home.;13;当 我 离开 家 的 时候 天空 很 明朗 。
我们在市场上买了些蔬菜和鱼。;wǒmen zài shìchǎng shàng mǎi le xiē shūcài hé yú。;We bought some vegetables and fish at the market.;13;我们 在 市场 上 买 了 些 蔬菜 和 鱼 。
他本希望可以成功，但是他没有。;tāběn xīwàng kěyǐ chénggōng， dànshì tā méiyǒu。;He had hoped to succeed, but he didn't.;13;他本 希望 可以 成功 ， 但是 他 没有 。
伦敦是世界上最大的城市之一。;lúndūn shì shìjiè shàng zuìdà de chéngshì zhīyī。;London is among the largest cities in the world.;13;伦敦 是 世界 上 最大 的 城市 之一 。
在中国十一月十一号是光棍节。;zài zhōngguó shíyīyuè shíyīhào shì guānggùnjié。;In China, the 11th of November is Singles Day.;13;在 中国 十一月 十一号 是 光棍节 。
就我所知，他是个很用功的学生。;jiù wǒ suǒzhī， tā shì gè hěn yònggōng de xuéshēng。;He is an industrious student to the best of my knowledge.;13;就 我 所知 ， 他 是 个 很 用功 的 学生 。
就我所知，他是个很用功的学生。;jiù wǒ suǒzhī， tā shì gè hěn yònggōng de xuéshēng。;As far as I know, he's a diligent student.;13;就 我 所知 ， 他 是 个 很 用功 的 学生 。
阿拉伯语是一种很重要的语言。;ālābóyǔ shì yīzhǒng hěn zhòngyào de yǔyán。;Arabic is a very important language.;13;阿拉伯语 是 一种 很 重要 的 语言 。
我回答您之前要好好考虑一下。;wǒ huídá nín zhīqián yào hǎohǎo kǎolǜyīxià。;I will need to think for a while before I answer you.;13;我 回答 您 之前 要 好好 考虑一下 。
我更愿意走路，而不是骑自行车。;wǒ gèng yuànyì zǒulù， ér búshì qí zìxíngchē。;I prefer walking to cycling.;13;我 更 愿意 走路 ， 而 不是 骑 自行车 。
我更愿意走路，而不是骑自行车。;wǒ gèng yuànyì zǒulù， ér búshì qí zìxíngchē。;I prefer going by foot to bicycling.;13;我 更 愿意 走路 ， 而 不是 骑 自行车 。
雪终于停了，天气也开始暖和了。;xuě zhōngyú tíng le， tiānqì yě kāishǐ nuǎnhuo le。;It has finally stopped snowing and has warmed up.;13;雪 终于 停 了 ， 天气 也 开始 暖和 了 。
我到达的时候，舞会已经开始了。;wǒ dàodá de shíhòu， wǔhuì yǐjīng kāishǐ le。;The dance had already started when I got there.;13;我 到达 的 时候 ， 舞会 已经 开始 了 。
护士用温度计量了量他的体温。;hùshì yòng wēndù jìliàng le liàng tā de tǐwēn。;The nurse took his temperature with a thermometer.;13;护士 用 温度 计量 了 量 他 的 体温 。
我那时还是一个七岁的小女孩。;wǒ nàshí háishì yígèqīsuì de xiǎonǚhái。;I was only a seven-year-old girl at that time.;13;我 那时 还是 一个七岁 的 小女孩 。
光一秒钟能够环绕地球七圈半。;guāng yīmiǎozhōng nénggòu huánrào dìqiú qīquān bàn。;Light travels around the earth seven and a half times a second.;13;光 一秒钟 能够 环绕 地球 七圈 半 。
密西西比河是全美国最长的河。;mìxīxībǐhé shì quán měiguó zuìzhǎng de hé。;The Mississippi is the longest river in the United States.;13;密西西比河 是 全 美国 最长 的 河 。
法兰克用暗号留下了一则讯息。;fǎlánkè yòng ànhào liúxià le yīzé xùnxī。;Frank left a message by means of a secret code.;13;法兰克 用 暗号 留下 了 一则 讯息 。
问题是我爸爸妈妈会不会同意。;wèntí shì wǒ bàbàmāmā huì búhuì tóngyì。;The problem is whether my parents will agree or not.;13;问题 是 我 爸爸妈妈 会 不会 同意 。
有些人认为阅读简直浪费时间。;yǒuxiē rén rènwéi yuèdú jiǎnzhí làngfèishíjiān。;Some people think of reading as a waste of time.;13;有些 人 认为 阅读 简直 浪费时间 。
他们把他视为城里最好的医生。;tāmen bǎ tā shìwèi chénglǐ zuìhǎo de yīshēng。;They regarded him as the best doctor in town.;13;他们 把 他 视为 城里 最好 的 医生 。
不管他去哪儿，他的狗就随着走。;bùguǎn tā qù nǎér， tā de gǒu jiù suízhe zǒu。;His dog follows him wherever he goes.;13;不管 他 去 哪儿 ， 他 的 狗 就 随着 走 。
照片中的每一个人都在微笑著。;zhàopiān zhōng de měi yígè rén dōu zài wēixiào zhù。;Everybody in the picture is smiling.;13;照片 中 的 每 一个 人 都 在 微笑 著 。
我爸爸不喜欢夏天炎热的天气。;wǒ bàbà bù xǐhuān xiàtiān yánrè de tiānqì。;My father does not like the heat of summer.;13;我 爸爸 不 喜欢 夏天 炎热 的 天气 。
这本字典的例句十分浅白易懂。;zhèběn zìdiǎn de lìjù shífēn qiǎnbái yìdǒng。;The examples in this dictionary are easy to understand.;13;这本 字典 的 例句 十分 浅白 易懂 。
她慢慢地重复了一遍她的名字。;tā mànmàn dì chóngfù le yībiàn tā de míngzì。;She repeated her name slowly.;13;她 慢慢 地 重复 了 一遍 她 的 名字 。
你不知道乳酪是用牛奶做的吗？;nǐ bù zhīdào rǔlào shì yòng niúnǎi zuò de ma？;Don't you know cheese is made from milk?;13;你 不 知道 乳酪 是 用 牛奶 做 的 吗 ？
我们为他们提供了食物和衣服。;wǒmen wèi tāmen tígōng le shíwù hé yīfú。;We provided food and clothes for them.;13;我们 为 他们 提供 了 食物 和 衣服 。
他解释了这个计划的主要目标。;tā jiěshì le zhège jìhuà de zhǔyào mùbiāo。;He explained the plan's main objective.;13;他 解释 了 这个 计划 的 主要 目标 。
她很想知道那束花是谁寄来的。;tā hěn xiǎng zhīdào nàshù huā shì shuí jìlái de。;She is curious to find who sent the flowers.;13;她 很 想 知道 那束 花 是 谁 寄来 的 。
她很想知道那束花是谁寄来的。;tā hěn xiǎng zhīdào nàshù huā shì shuí jìlái de。;She wants to know who sent the flowers.;13;她 很 想 知道 那束 花 是 谁 寄来 的 。
她很想知道那束花是谁寄来的。;tā hěn xiǎng zhīdào nàshù huā shì shuí jìlái de。;She's curious to find out who sent the flowers.;13;她 很 想 知道 那束 花 是 谁 寄来 的 。
我在街上听到有人叫我的名字。;wǒ zài jiēshàng tīngdào yǒurén jiào wǒ de míngzì。;I heard my name called by someone on the street.;13;我 在 街上 听到 有人 叫 我 的 名字 。
每一位选手都有义务遵守规则。;měi yīwèi xuǎnshǒu dōu yǒu yìwù zūnshǒuguīzé。;Every player is under obligation to keep the rules.;13;每 一位 选手 都 有 义务 遵守规则 。
看来他的失败和他的性格有关。;kànlái tā de shībài hé tā de xìnggé yǒuguān。;His failure seems to have something to do with his character.;13;看来 他 的 失败 和 他 的 性格 有关 。
公园里有一个漂亮的黑发姑娘。;gōngyuán lǐ yǒu yígè piàoliàng de hēifà gūniáng。;There was a beautiful woman with black hair in the park.;13;公园 里 有 一个 漂亮 的 黑发 姑娘 。
你们的计划很好，可是我的更好。;nǐmen de jìhuà hěn hǎo， kěshì wǒ de gènghǎo。;Your plan is a good one, but mine is a better one.;13;你们 的 计划 很 好 ， 可是 我 的 更好 。
你们的计划很好，可是我的更好。;nǐmen de jìhuà hěn hǎo， kěshì wǒ de gènghǎo。;Your plans are very good, but mine are better than yours.;13;你们 的 计划 很 好 ， 可是 我 的 更好 。
你们的计划很好，可是我的更好。;nǐmen de jìhuà hěn hǎo， kěshì wǒ de gènghǎo。;Your plan is very good, but mine is better.;13;你们 的 计划 很 好 ， 可是 我 的 更好 。
我们几乎不抱他还活着的希望。;wǒmen jīhū bùbào tā hái huózhe de xīwàng。;There is little, if any, hope of his being alive.;13;我们 几乎 不抱 他 还 活着 的 希望 。
一个醉了的男人在长椅上睡觉。;yígè zuì le de nánrén zài zhǎngyǐ shàng shuìjiào。;A drunken man was sleeping on the bench.;13;一个 醉 了 的 男人 在 长椅 上 睡觉 。
请在7点到8点钟之间打电话给我。;qǐng zài 7 diǎndào 8 diǎnzhōng zhījiān dǎdiànhuà gěi wǒ。;Please call me up between seven and eight.;13;请 在 7 点到 8 点钟 之间 打电话 给 我 。
这封信是揭开谜团的唯一线索。;zhè fēngxìn shì jiēkāi mítuán de wéiyī xiànsuǒ。;This letter is the only key to the mystery.;13;这 封信 是 揭开 谜团 的 唯一 线索 。
他有些在日本不能找到的外书。;tā yǒuxiē zài rìběn bùnéng zhǎodào de wàishū。;He has some foreign books that cannot be found in Japan.;13;他 有些 在 日本 不能 找到 的 外书 。
不要把奥地利和澳大利亚混淆。;búyào bǎ àodìlì hé àodàlìyà hùnxiáo。;Don't confuse Austria with Australia.;13;不要 把 奥地利 和 澳大利亚 混淆 。
虽然天气很冷，但我还是出去了。;suīrán tiānqì hěn lěng， dàn wǒ háishì chūqù le。;Though it was very cold, I went out.;13;虽然 天气 很 冷 ， 但 我 还是 出去 了 。
他开会的时候一句话也没有说。;tā kāihuì de shíhòu yījù huà yě méiyǒu shuō。;He kept silent during the meeting.;13;他 开会 的 时候 一句 话 也 没有 说 。
日本女性平均在二十五岁结婚。;rìběn nǚxìng píngjūn zài èrshíwǔsuì jiéhūn。;Japanese women get married at 25 on average.;13;日本 女性 平均 在 二十五岁 结婚 。
那个年经人住在一座老房子里。;nàge nián jīngrénzhù zài yīzuò lǎofángzi lǐ。;The young man lives in an old house.;13;那个 年 经人住 在 一座 老房子 里 。
昨天，我爸爸来帮我家装了空调。;zuótiān， wǒ bàbà lái bāng wǒ jiāzhuāng le kōngtiáo。;Yesterday, my father came to my house to help me with the air conditioning.;13;昨天 ， 我 爸爸 来 帮 我 家装 了 空调 。
我没意识到那个问题的重要性。;wǒ méi yìshí dào nàge wèntí de zhòngyàoxìng。;I didn't realize the importance of that problem.;13;我 没 意识 到 那个 问题 的 重要性 。
他们看到我就突然停止了说话。;tāmen kàndào wǒ jiù tūrán tíngzhǐ le shuōhuà。;Seeing me, they suddenly stopped talking.;13;他们 看到 我 就 突然 停止 了 说话 。
就算是真的，也没有多大的关系。;jiùsuàn shì zhēnde， yě méiyǒu duōdà de guānxì。;Even if it is true, it matters little.;13;就算 是 真的 ， 也 没有 多大 的 关系 。
两组在比赛中的表现都不太好。;liǎngzǔ zài bǐsài zhōng de biǎoxiàn dōu bùtàihǎo。;Neither team played well in the game.;13;两组 在 比赛 中 的 表现 都 不太好 。
天气恶劣的时候尽量不要外出。;tiānqì èliè de shíhòu jǐnliàng búyào wàichū。;In severe weather, it's best to stay indoors.;13;天气 恶劣 的 时候 尽量 不要 外出 。
他的爸爸和妈妈都不在人世了。;tā de bàbà hé māmā dōu bù zài rénshì le。;Both his father and mother are dead.;13;他 的 爸爸 和 妈妈 都 不 在 人世 了 。
她呢就是喜欢打破沙锅问到底。;tā ne jiùshì xǐhuān dǎpòshāguōwèndàodǐ。;She especially likes to pursue questions till the very end.;13;她 呢 就是 喜欢 打破沙锅问到底 。
语言是人类最重要的发明之一。;yǔyán shì rénlèi zuì zhòngyào de fāmíng zhīyī。;Language is one of man's most important inventions.;13;语言 是 人类 最 重要 的 发明 之一 。
我的儿子从盒子里拿了一粒糖。;wǒ de érzi cóng hézi lǐ ná le yīlì táng。;My son took a candy from the box.;13;我 的 儿子 从 盒子 里 拿 了 一粒 糖 。
谁也不知道将来会发生甚么事。;shuí yě bù zhīdào jiānglái huì fāshēng shénme shì。;There is no telling what will happen in the future.;13;谁 也 不 知道 将来 会 发生 甚么 事 。
谁都想活得长久，但没人想变老。;shuí dōu xiǎng huódé chángjiǔ， dàn méirénxiǎng biànlǎo。;Every man desires to live long, but no man wishes to be old.;13;谁 都 想 活得 长久 ， 但 没人想 变老 。
中国的人口已经超过了十三亿。;zhōngguó de rénkǒu yǐjīng chāoguò le shísānyì。;The population of China has already exceeded 1.3 billion.;13;中国 的 人口 已经 超过 了 十三亿 。
你开着电视怎么能安心学习呢？;nǐ kāizhe diànshì zěnme néng ānxīn xuéxí ne？;With the T.V. on, how can you keep your mind on your studies?;13;你 开着 电视 怎么 能 安心 学习 呢 ？
上大学的时候，小王担任过班长。;shàng dàxué de shíhòu， xiǎowáng dānrèn guò bānzhǎng。;Whilst at university, Xiaowang held the post of class monitor.;13;上 大学 的 时候 ， 小王 担任 过 班长 。
我常常在晚上跟朋友出去玩儿。;wǒ chángcháng zài wǎnshàng gēn péngyǒu chūqù wánér。;I often go out with friends in the evening.;13;我 常常 在 晚上 跟 朋友 出去 玩儿 。
无色的绿色的观念疯狂地睡觉。;wúsè de lǜsè de guānniàn fēngkuáng dì shuìjiào。;Colorless green ideas sleep furiously.;13;无色 的 绿色 的 观念 疯狂 地 睡觉 。
我发现一家很好的墨西哥餐厅。;wǒ fāxiàn yījiā hěn hǎo de mòxīgē cāntīng。;I found a good Mexican restaurant.;13;我 发现 一家 很 好 的 墨西哥 餐厅 。
我发现一家很好的墨西哥餐厅。;wǒ fāxiàn yījiā hěn hǎo de mòxīgē cāntīng。;I found a very good Mexican restaurant.;13;我 发现 一家 很 好 的 墨西哥 餐厅 。
其他人说它甚至可能是有益的。;qítārén shuō tā shènzhì kěnéng shì yǒuyì de。;Others say it may even be beneficial.;13;其他人 说 它 甚至 可能 是 有益 的 。
我几乎把我的雨伞忘在火车上。;wǒ jīhū bǎ wǒ de yǔsǎn wàng zài huǒchē shàng。;I almost left my umbrella in the train.;13;我 几乎 把 我 的 雨伞 忘 在 火车 上 。
我几乎把我的雨伞忘在火车上。;wǒ jīhū bǎ wǒ de yǔsǎn wàng zài huǒchē shàng。;I almost left my umbrella on the train.;13;我 几乎 把 我 的 雨伞 忘 在 火车 上 。
我几乎把我的雨伞忘在火车上。;wǒ jīhū bǎ wǒ de yǔsǎn wàng zài huǒchē shàng。;I almost left my brolly on the train.;13;我 几乎 把 我 的 雨伞 忘 在 火车 上 。
我几乎把我的雨伞忘在火车上。;wǒ jīhū bǎ wǒ de yǔsǎn wàng zài huǒchē shàng。;I nearly left my brolly on the train.;13;我 几乎 把 我 的 雨伞 忘 在 火车 上 。
我几乎把我的雨伞忘在火车上。;wǒ jīhū bǎ wǒ de yǔsǎn wàng zài huǒchē shàng。;I nearly left my umbrella on the train.;13;我 几乎 把 我 的 雨伞 忘 在 火车 上 。
他刷新了百米短跑的世界纪录。;tā shuāxīn le bǎimǐ duǎnpǎo de shìjièjìlù。;His record is a new world record in the 100-meter dash.;13;他 刷新 了 百米 短跑 的 世界纪录 。
不久，同样的服务员回来拿起菜。;bùjiǔ， tóngyàng de fúwùyuán huílái ná qǐcài。;Soon the same waiter came back to pick up the dishes.;13;不久 ， 同样 的 服务员 回来 拿 起菜 。
他有两只猫:一只黑的一只白的。;tā yǒu liǎngzhǐ māo: yīzhī hēi de yīzhī bái de。;He has two cats: A black one and a white one.;13;他 有 两只 猫 : 一只 黑 的 一只 白 的 。
他将于六月离开东京前往关西。;tā jiāng yú liùyuè líkāi dōngjīng qiánwǎng guānxī。;He will leave Tokyo to go to Kansai in June.;13;他 将 于 六月 离开 东京 前往 关西 。
女人为什么想被男人抱着睡觉？;nǚrén wèishénme xiǎng bèi nánrén bào zhe shuìjiào？;Why do women want to sleep in a man's embrace?;13;女人 为什么 想 被 男人 抱 着 睡觉 ？
我的叔叔在这个办公室里工作。;wǒ de shūshū zài zhège bàngōngshì lǐ gōngzuò。;My uncle works in this office.;13;我 的 叔叔 在 这个 办公室 里 工作 。
骑自行车不能载人，你不知道吗？;qí zìxíngchē bùnéng zàirén， nǐ bù zhīdào ma？;You can't carry people on your bike, didn't you know?;13;骑 自行车 不能 载人 ， 你 不 知道 吗 ？
苏联军队开始从阿富汗撤军了。;sūlián jūnduì kāishǐ cóng āfùhàn chèjūn le。;The Soviet troops started to withdraw from Afghanistan.;13;苏联 军队 开始 从 阿富汗 撤军 了 。
苏联军队开始从阿富汗撤军了。;sūlián jūnduì kāishǐ cóng āfùhàn chèjūn le。;The Soviet troops have started the withdrawal from Afghanistan.;13;苏联 军队 开始 从 阿富汗 撤军 了 。
除此之外，马还是人才的代名词。;chúcǐzhīwài， mǎ háishì réncái de dàimíngcí。;As well as this, the horse is also representative of human talent.;13;除此之外 ， 马 还是 人才 的 代名词 。
我在一九七二年十月十日出生。;wǒ zài yījiǔqīèrnián shíyuèshírì chūshēng。;I was born on October 10, 1972.;13;我 在 一九七二年 十月十日 出生 。
我在一九七二年十月十日出生。;wǒ zài yījiǔqīèrnián shíyuèshírì chūshēng。;I was born on October 10th, 1972.;13;我 在 一九七二年 十月十日 出生 。
我在一九七二年十月十日出生。;wǒ zài yījiǔqīèrnián shíyuèshírì chūshēng。;I was born October 10th, 1972.;13;我 在 一九七二年 十月十日 出生 。
天文学涉及恒星和行星的研究。;tiānwénxué shèjí héngxīng hé xíngxīng de yánjiū。;Astronomy involves the study of stars and planets.;13;天文学 涉及 恒星 和 行星 的 研究 。
谁也不能阻止这个计划的实行。;shuí yě bùnéng zǔzhǐ zhège jìhuà de shíxíng。;Nobody can prevent this plan from being carried out.;13;谁 也 不能 阻止 这个 计划 的 实行 。
人人需要学习的不仅仅是语言。;rénrén xūyào xuéxí de bùjǐnjǐn shì yǔyán。;What one has to learn is more than the language.;13;人人 需要 学习 的 不仅仅 是 语言 。
我需要一支新的笔。我会买一支。;wǒ xūyào yīzhī xīn de bǐ。 wǒhuì mǎi yīzhī。;I need a new pen. I'll buy one.;13;我 需要 一支 新 的 笔 。 我会 买 一支 。
你愿意给我看看你买了什么吗？;nǐ yuànyì gěi wǒ kànkàn nǐ mǎi le shénme ma？;Will you show me what you bought?;13;你 愿意 给 我 看看 你 买 了 什么 吗 ？
即使有人比你漂亮，也不会太多。;jíshǐ yǒurén bǐ nǐ piàoliàng， yě búhuì tài duō。;If there even are people more beautiful than you, there won't be many of them.;13;即使 有人 比 你 漂亮 ， 也 不会 太 多 。
你能帮助我的话，我将很感激的。;nǐ néng bāngzhù wǒ dehuà， wǒ jiāng hěn gǎnjī de。;I'd be very grateful if you could help me.;13;你 能 帮助 我 的话 ， 我 将 很 感激 的 。
这个组织跟任何政党没有联系。;zhège zǔzhī gēn rènhé zhèngdǎng méiyǒu liánxì。;The organization is not connected with any political parties.;13;这个 组织 跟 任何 政党 没有 联系 。
许多家庭主妇抱怨物价非常高。;xǔduō jiātíngzhǔfù bàoyuàn wùjià fēicháng gāo。;A lot of housewives complain about the high prices of goods.;13;许多 家庭主妇 抱怨 物价 非常 高 。
他们在雪地里找到了熊的脚印。;tāmen zài xuědì lǐ zhǎodào le xióng de jiǎoyìn。;They found the track of a bear in the snow.;13;他们 在 雪地 里 找到 了 熊 的 脚印 。
我以感情为生活里最重要的事。;wǒyǐ gǎnqíng wèi shēnghuó lǐ zuì zhòngyào de shì。;I consider relationships to be the most important thing in life.;13;我以 感情 为 生活 里 最 重要 的 事 。
